DATE,DEPTH,LATITUDE,LONGITUDE,SALINITY,TEMPERATURE,CPHL,sur_refl_b08,sur_refl_b09,sur_refl_b10,sur_refl_b11,sur_refl_b12,sur_refl_b13,sur_refl_b14,sur_refl_b15,sur_refl_b16
2/5/2019,5.5095596,2.036,81.665,35.10300167,29.5230014,0.095000005,0.1446,0.1415,0.1366,0.1271,-0.01,-0.01,-0.01,-0.01,-0.01
2/15/2019,5.56923,1.84,81.753,35.06700167,29.35800139,0.117000006,0.06805,0.06675,0.0653,0.06165,-0.01,-0.01,-0.01,-0.01,-0.01
3/17/2019,5.5990653,1.793,81.122,34.82500165,29.85000142,0.051000002,0.0852,0.0769,0.0694,0.0543,0.0517,0.0497,0.0511,0.0504,0.0495
3/27/2019,5.8079114,1.719,80.82,34.91300166,30.00500143,0.066000003,0.1369,0.13135,0.03135,0.0247,0.02335,0.0208,0.02095,0.02045,0.01975
4/5/2019,3.928296,1.817,80.957,34.95300166,30.27200144,0.088000004,0.03735,0.0317,0.02585,0.01975,0.0184,0.01545,0.016,0.01505,0.01395
4/25/2019,4.5448895,1.912,81.898,34.18900162,30.10500143,0.015000001,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
5/5/2019,5.738296,1.775,82.812,34.69200165,30.10400143,0.007,0.1003,0.0956,0.0912,0.0813,0.0793,-0.01,0.074,-0.01,-0.01
5/15/2019,4.50511,1.33,83.395,34.90700166,30.45400145,0.044000002,0.11585,0.10905,0.1025,0.09295,0.0221,0.01935,0.01925,0.0192,0.0188
5/25/2019,4.3857684,1.316,84.372,34.86300166,30.61600145,0.029000001,0.20605,0.18895,0.0137,0.00385,0.0022,-0.0033,-0.0033,-0.0044,-0.005
6/4/2019,5.6686807,1.809,85.028,34.08400162,29.99100142,0.058000003,0.27185,0.01285,0.00755,2.50E-04,-7.50E-04,-0.00415,-0.0042,-0.0045,-0.0046
6/13/2019,4.7239003,2.074,85.615,34.42700164,30.12200143,0.088000004,0.0435,0.0336,0.02305,0.0089,0.0063,9.00E-04,0.00115,2.00E-04,4.00E-04
6/23/2019,4.833296,2.895,85.889,34.79200165,29.60200141,0.190000009,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
7/3/2019,4.823351,3.334,86.027,34.60000164,29.36800139,0.124000006,0.1346,0.1272,0.1196,0.1084,0.1062,-0.01,-0.01,-0.01,-0.01
7/23/2019,4.5548344,2.75,86.098,34.63300164,29.4650014,0.197000009,0.3241,0.31455,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
8/1/2019,5.6587353,3.138,86.579,34.61100164,29.27700139,0.117000006,0.1915,0.00965,0.0068,5.00E-05,-9.50E-04,-0.00425,-0.00425,-0.0048,-0.00485
8/21/2019,5.7184057,2.877,87.284,33.43200159,28.77700137,0.650000031,0.1474,0.14905,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
8/31/2019,5.439944,3.205,87.142,33.5830016,29.05400138,0.190000009,0.0683,0.0619,0.0571,0.04635,-0.01,-0.01,-0.01,-0.01,-0.01
9/20/2019,26.752193,3.576,87.086,34.68900165,28.90900137,0.314000015,0.0349,0.0276,0.0227,0.0103,0.008,0.0013,0.0017,8.00E-04,6.00E-04
9/30/2019,5.8974166,3.041,86.773,33.6580016,29.14100138,0.095000005,0.034,0.02785,0.0229,0.0113,0.0087,1.00E-04,3.00E-04,-0.00255,-0.0042
11/19/2019,26.563238,2.02,83.913,33.7060016,28.79400137,0.015000001,0.1583,0.14755,0.0175,0.0103,0.00905,0.0024,0.00315,0.00105,-0.0027
12/19/2019,21.431591,2,82.533,34.20200162,29.28100139,0.124000006,0.18515,0.18285,0.00815,0.0013,-1.00E-04,-0.00405,-0.00405,-0.0047,-0.0049
1/27/2020,4.3559337,2.09,83.706,34.42800164,29.4980014,0.102000005,0.2728,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
2/25/2020,5.3404937,1.876,85.499,34.24300163,29.19900139,0.029000001,0.0425,0.0323,0.0259,0.0138,0.0115,0.004,0.0047,0.0029,8.00E-04
3/16/2020,5.927252,2.603,85.608,33.84600161,29.66800141,0.007,0.37435,0.1167,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
4/25/2020,5.5990653,2.503,86.016,34.43400164,30.35000144,0.095000005,0.46605,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
5/4/2020,4.9426913,2.105,86.248,34.20100162,30.24600144,0.102000005,0.57825,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
5/14/2020,5.579175,1.719,86.634,34.30300163,30.11500143,0.153000007,0.20295,0.1924,0.00435,-0.00315,-0.0049,-0.005,-0.00445,-0.00515,-0.0035
5/24/2020,4.1271973,1.932,86.851,34.27700163,29.5280014,0.161000008,0.0272,0.0206,0.0172,0.0055,0.0039,-3.00E-04,2.00E-04,-2.00E-04,5.00E-04
6/3/2020,5.48967,2.072,86.987,34.24400163,30.11200143,0.102000005,0.0836,0.0784,0.0733,0.061,0.0587,0.0631,0.0647,0.0641,0.064
6/13/2020,4.4951644,2.044,87.284,34.33100163,30.10000143,0.080000004,0.0794,0.0779,0.07655,0.06585,-0.01,-0.01,-0.01,-0.01,-0.01
6/23/2020,5.3404937,2.343,88.25,34.26900163,29.4560014,0.168000008,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
7/3/2020,4.296263,3.347,88.607,34.45100164,28.96600138,0.993000047,0.0331,0.0285,0.02545,0.0178,0.01595,0.0142,0.01495,0.01405,0.0144
7/12/2020,5.5195045,3.682,88.943,34.12300162,29.35300139,0.153000007,0.16005,0.13965,0.1257,0.11645,0.048,-0.01,-0.01,-0.01,-0.01
9/19/2020,4.007857,4.735,88.786,33.96100161,28.78900137,0.292000014,0.5018,0.1603,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
10/9/2020,26.443897,4.095,87.882,33.49700159,28.89000137,0.022000001,0.4115,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
10/19/2020,5.6388454,3.933,87.203,34.05500162,28.80800137,0.255000012,0.1127,0.1066,0.10205,-5.00E-04,-0.00165,-0.0036,-0.0033,-0.0037,-0.0041
10/29/2020,4.5846696,3.861,86.661,34.11200162,28.86900137,0.139000007,0.33335,0.10055,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
11/18/2020,4.226648,3.255,85.859,34.21200162,28.93200137,0.080000004,0.5887,0.17145,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
2/14/2021,5.827801,5.843,84.944,33.99900161,28.71500136,0,0.0889,0.0894,0.0867,0.077,0.0756,-0.01,-0.01,-0.01,-0.01
6/2/2021,4.316153,3.657,81,34.48900164,28.96600138,0.584000028,0.0638,0.0611,0.0599,0.0548,0.0535,0.0491,0.0495,0.0486,0.0474
8/10/2021,5.698516,3.811,77.757,35.10200167,28.55700136,0.182000009,0.3177,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
8/20/2021,5.7482414,4.037,76.735,34.81700165,28.64300136,0.453000022,0.1195,0.1131,0.10945,0.00105,4.50E-04,-0.0038,-0.0036,-0.00455,-0.0047
9/28/2021,5.390219,2.911,75.028,34.86900166,28.91400137,0.080000004,0.1154,0.1047,0.09615,0.0846,0.00125,-0.00315,-0.00295,-0.00405,-0.0045
10/8/2021,5.3106585,2.456,74.556,34.92700166,29.4290014,0,0.1518,0.1419,0.13165,0.12185,0.04705,-0.01,-0.01,-0.01,-0.01
10/18/2021,5.3106585,2.861,74.499,35.23000167,28.90200137,0.182000009,0.20085,0.18805,0.0495,0.0454,0.04355,-0.01,-0.01,-0.01,-0.01
2/23/2022,5.032197,3.039,74.449,33.86400161,29.24100139,0.058000003,0.13385,0.1251,0.0039,-0.00245,-0.0037,-0.00475,-0.00445,-0.00485,-0.00435
3/5/2022,5.439944,3.133,75.199,34.47300164,29.33700139,0.029000001,0.0516,0.0404,0.0312,0.0157,0.0133,0.0051,0.0056,0.0033,0.0015
5/24/2022,5.459834,1.751,79.234,34.46000164,29.4920014,0.066000003,0.0913,0.0827,0.074,0.0609,0.0583,0.0514,0.0516,0.0501,0.0487
6/2/2022,5.5195045,2.19,80.084,34.51200164,29.27500139,0.139000007,0.1131,0.1038,0.0987,0.0859,0.0852,-0.01,-0.01,-0.01,-0.01
7/2/2022,4.654285,1.615,80.759,34.34700163,28.78600137,0.168000008,0.0475,0.0367,0.0267,0.0128,0.0102,0.0028,0.0029,0.0014,4.00E-04
7/12/2022,5.48967,1.939,81.309,34.45200164,28.90300137,0.380000018,0.0977,0.0912,0.0878,0.0803,0.078,0.0743,0.0748,-0.01,-0.01
7/22/2022,5.1415925,2.492,81.222,34.49000164,28.58400136,0.336000016,0.2871,0.2778,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
8/1/2022,5.827801,2.739,80.908,34.61800164,28.40000135,0.445000021,0.3887,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
8/11/2022,4.0774717,2.754,80.974,34.65100165,28.35900135,0.526000025,0.0301,0.024,0.0221,0.0144,0.0124,0.0048,0.0059,0.0028,0.0016
8/20/2022,5.400164,3.405,80.604,34.94700166,28.53800136,0.255000012,0.2868,0.2716,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
8/30/2022,3.898461,4.053,80.662,34.80900165,26.49000126,2.0950001,0.03675,0.0354,0.03325,0.0304,0.0292,0.02725,0.02795,0.027,0.0262
9/9/2022,5.6686807,4.486,80.91,34.78300165,27.4330013,1.840000087,0.0863,0.0802,0.076,0.07285,-0.004,-0.01,-0.01,-0.01,-0.01
9/19/2022,3.898461,3.832,81.12,34.96600166,28.63300136,0.117000006,0.1479,0.1434,0.1418,0.1359,-0.01,-0.01,-0.01,-0.01,-0.01
10/9/2022,4.7040105,3.565,82.496,34.79900165,28.18900134,0.43100002,0.24125,0.0428,0.039,0.03525,0.03355,-0.01,0.02825,-0.01,-0.01
10/18/2022,5.559285,4.048,82.802,33.5960016,28.46600135,0.620000029,0.07505,0.06715,0.0581,0.0497,0.04685,-0.0036,-0.0035,-0.00435,-0.0049
10/28/2022,5.9371967,3.855,83.044,33.6140016,28.52900136,0.190000009,0.117,0.1074,0.0974,0.0885,0.085,0.0735,0.0735,0.0699,0.0674
12/17/2022,5.400164,3.691,83.979,34.53200164,28.20900134,0.474000023,0.33555,0.0134,0.0095,0.00465,0.0031,-0.0027,-0.00255,-0.00385,-0.0045
1/6/2023,4.694065,3.346,82.575,35.33200168,28.45700135,0.562000027,0.2768,-0.0011,-4.00E-04,-0.0033,-0.00405,-0.0055,-0.0051,-0.0051,-0.0043
1/15/2023,5.758186,3.299,82.158,34.66500165,28.48600135,0.117000006,0.177,0.1646,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1/25/2023,4.455384,3.11,82.258,34.93700166,28.60600136,0.058000003,0.1359,0.1215,0.1095,0.0973,0.095,-0.01,-0.01,-0.01,-0.01
1/11/2016,1.503,57.1917,11.6667,20.69300098,3.177000151,0.6208,0.6208,0.5919,0.5553,0.5252,0.5212,0.1852,0.1844,0.17545,0.16835
2/18/2016,0.999,57.1927,11.6578,25.1930012,2.991000142,0.38195,0.38195,0.36705,0.34795,0.3318,0.10485,-0.01,-0.01,-0.01,-0.01
3/17/2016,0.504,57.1927,11.6578,13.50400064,4.486000213,0.4118,0.4118,0.0419,0.03985,0.0362,0.0363,0.03535,0.03615,0.03575,0.03625
4/20/2016,2.007,57.1926,11.6579,19.56900093,7.685000365,0.0092,0.0092,0.01205,0.01205,0.01045,0.01025,0.0022,0.0022,6.00E-04,1.00E-04
5/18/2016,1.003,57.1927,11.6578,20.69500098,11.68800056,0.01045,0.01045,0.0116,0.01225,0.01035,0.0099,0.00185,0.0019,5.00E-04,1.00E-04
6/15/2016,0.504,57.1927,11.6578,16.55800079,17.29900082,0.0036,0.0036,0.00295,0.0038,0.0017,0.00115,-0.00365,-0.0036,-0.00435,-0.0047
7/22/2016,1.003,57.1917,11.6667,22.66400108,19.83600094,0.02295,0.02295,0.021,0.01915,0.01515,0.0138,0.003,0.003,0.00125,1.50E-04
8/24/2016,0.501,57.1917,11.6667,22.35100106,18.33000087,0.05105,0.05105,0.0481,0.0463,0.04165,0.04045,0.03115,0.03085,0.02945,0.02765
9/14/2016,1.004,57.1927,11.6578,21.28800101,18.27200087,0.00515,0.00515,0.00285,0.00565,0.00315,0.00325,6.50E-04,0.00125,3.00E-04,0.00115
10/12/2016,0.502,57.1927,11.6578,19.65000093,11.55100055,0.7482,0.7482,0.73545,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
11/16/2016,1.999,57.1927,11.6578,24.40800116,6.511000309,0.51355,0.51355,0.51705,0.5257,0.5271,0.5315,-0.01,-0.01,-0.01,-0.01
12/9/2016,0.996,57.1925,11.6578,28.22200134,6.3130003,0.26615,0.26615,0.2661,0.27565,0.276,0.28,0.26725,0.26615,0.2595,0.04535
1/11/2017,0.996,57.1925,11.6582,28.35900135,4.194000199,0.8775,0.8775,0.89015,0.9087,0.8999,0.34135,-0.01,-0.01,-0.01,-0.01
2/12/2017,1.004,57.1927,11.6578,17.51800083,0.959000046,0.1895,0.1895,0.19375,0.19865,0.18935,0.1909,-0.00135,-0.00155,-0.00255,-0.0031
3/11/2017,0.501,57.1932,11.6568,21.47500102,2.94800014,0.1931,0.1931,0.19465,0.19605,-9.50E-04,-4.50E-04,-0.0037,-0.00345,-0.00475,-0.00505
4/21/2017,1.5,57.1928,11.6577,23.31900111,6.826000324,0.68565,0.68565,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
5/18/2017,0.503,57.1927,11.6578,17.84800085,11.06200053,0.40865,0.40865,0.0562,0.0538,0.0515,0.051,-0.01,-0.01,-0.01,-0.01
6/16/2017,0.501,57.1927,11.658,21.91400104,15.38900073,0.0441,0.0441,0.0428,0.042,0.03975,0.0393,-0.01,0.0335,-0.01,-0.01
7/12/2017,1.001,57.1927,11.6578,24.38000116,17.05400081,0.00265,0.00265,0.0024,0.00205,2.00E-04,-2.00E-04,-0.0039,-0.00385,-0.00465,-0.00505
9/16/2017,1.004,57.1923,11.6577,20.53500098,16.10900077,0.1347,0.1347,0.13855,0.1448,-0.0012,-0.00135,-0.0045,-0.0044,-0.0051,-0.0051
10/10/2017,0.499,57.1922,11.6575,28.48600135,13.38700064,0.21525,0.21525,0.2139,0.21555,0.00225,0.00255,-0.0032,-0.00295,-0.0047,-0.0052
11/8/2017,0.998,57.1925,11.658,26.80600127,9.766000464,0.13035,0.13035,0.13,0.13275,0.12675,0.12725,0.12325,0.1243,0.1216,-0.00515
12/18/2017,0.998,57.1927,11.658,25.90700123,5.721000272,0.37365,0.37365,0.36345,0.3566,0.3476,0.34955,0.0298,0.0291,0.026,0.0227
2/2/2018,1.002,57.1927,11.6577,20.66400098,3.238000154,0.1132,0.1132,0.11185,0.11315,0.10925,0.11015,0.09525,0.0945,0.09135,0.09025
3/18/2018,1.506,57.1928,11.6587,17.77500084,0.588000028,0.01885,0.01885,0.01695,0.0167,0.01555,0.01665,0.00645,0.0067,0.0036,0.0023
4/15/2018,0.502,57.1927,11.6582,19.42500092,6.896000328,0.66455,0.66455,0.2388,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
5/26/2018,1.006,57.1927,11.6583,17.82700085,18.36200087,0.33245,0.33245,0.046,0.0421,0.03965,0.039,0.0329,0.03255,0.03155,0.03
9/22/2018,0.996,57.1927,11.658,30.53600145,15.07000072,0.4661,0.4661,-0.0016,-4.00E-04,-0.0022,-0.00195,-0.0056,-0.00535,-0.00595,-0.0045
10/16/2018,1.498,57.1917,11.6667,26.76800127,13.18200063,0.3115,0.3115,0.31075,0.00475,0.0025,0.0022,-0.00305,-0.00305,-0.0044,-0.0046
11/10/2018,1.5,57.1928,11.658,23.78500113,10.01200048,0.7802,0.7802,0.76135,0.7612,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
12/6/2018,1.499,57.1928,11.6573,24.76400118,6.965000331,0.42545,0.42545,0.41595,0.4107,0.40105,0.40225,0.0259,0.02505,0.02255,0.01935
1/14/2019,0.995,57.1927,11.6583,29.5680014,4.63700022,0.1705,0.1705,0.1654,0.1691,0.16775,0.17025,0.1548,0.1533,0.1479,0.14395
2/19/2019,1.502,57.1927,11.6578,21.23600101,3.475000165,0.2528,0.2528,0.2522,0.25265,0.24475,0.00665,-0.0015,-0.0013,-0.0044,-0.0045
3/16/2019,0.5,57.1932,11.6583,24.67700117,4.523000215,0.3776,0.3776,0.36855,0.1299,0.12585,-0.01,-0.01,-0.01,-0.01,-0.01
5/12/2019,1.505,57.1923,11.657,19.79700094,10.31800049,-7.50E-04,-7.50E-04,8.00E-04,0.0053,0.00535,0.00615,3.50E-04,6.00E-04,-2.00E-04,3.50E-04
6/12/2019,1.004,57.1928,11.6577,19.67900093,14.8390007,5.00E-04,5.00E-04,2.50E-04,0.00215,0.0018,0.0016,-0.0032,-0.00295,-0.004,-0.00475
7/15/2019,1.502,57.1927,11.6577,24.33200116,16.96600081,0.3169,0.3169,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
8/18/2019,1.001,57.1925,11.6587,25.2320012,17.29200082,0.62725,0.62725,0.17855,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
10/15/2019,2.004,57.1917,11.6667,22.43800107,12.6610006,0.3057,0.3057,0.2936,0.2853,0.27735,0.27645,-0.01,-0.01,-0.01,-0.01
11/13/2019,1.001,57.193,11.6577,22.80200108,9.348000444,0.2864,0.2864,0.26745,0.256,0.2395,0.23915,0.0305,0.0306,0.0273,0.02335
12/14/2019,1.496,57.1925,11.658,27.24000129,7.334000348,0.6466,0.6466,0.6342,0.6323,0.62455,0.63045,0.2404,0.239,-0.01,-0.01
2/6/2020,1.999,57.1928,11.6573,23.89300113,5.034000239,0.07735,0.07735,0.0804,0.0879,0.08825,0.0912,0.08275,0.083,0.0785,0.07685
3/15/2020,1.503,57.1927,11.6575,20.73000098,5.244000249,0.3534,0.3534,0,6.00E-04,-3.00E-04,2.00E-04,-0.0038,-0.0035,-0.00485,-0.005
4/14/2020,1.499,57.1913,11.659,24.26500115,6.52800031,0.09075,0.09075,0.08605,0.08345,0.08245,0.0823,-0.00425,-0.0042,-0.0049,-0.0051
5/11/2020,1,57.1933,11.6575,24.67200117,9.231000438,0.4035,0.4035,-2.50E-04,3.50E-04,-3.00E-04,-2.50E-04,-0.0044,-0.00435,-0.0049,-0.0051
6/3/2020,1.004,57.1927,11.6575,19.89200094,15.17700072,0.0131,0.0131,0.01175,0.012,0.01025,0.00995,0.0015,0.00145,3.00E-04,0
7/7/2020,2,57.1923,11.6597,25.86300123,15.76000075,0.07695,0.07695,0.06775,0.06035,0.05405,0.0523,-0.01,-0.01,-0.01,-0.01
8/16/2020,1.508,57.1927,11.6578,19.92700095,19.41300092,0.0254,0.0254,0.0239,0.0258,0.0226,0.0218,0.0038,0.0036,0.0012,0
9/7/2020,1.502,57.1925,11.6588,23.56500112,16.59800079,0.0115,0.0115,0.0097,0.01355,0.01325,0.01395,9.50E-04,8.00E-04,-1.00E-04,3.50E-04
10/19/2020,2.005,57.1925,11.6588,21.59000103,11.85600056,0.01215,0.01215,0.0092,0.0118,0.00875,0.0099,0.001,0.0015,-1.50E-04,5.00E-05
11/12/2020,3.003,57.1927,11.6577,23.1890011,10.5020005,0.7622,0.7622,0.7357,0.7127,0.6854,0.32385,-0.01,-0.01,-0.01,-0.01
12/12/2020,1.502,57.1935,11.6563,22.12300105,6.586000313,,0.66425,0.6222,0.58585,0.5441,0.5411,0.48015,0.47445,0.2029,0.18605
1/14/2021,1.001,57.1927,11.6578,21.81500104,3.56900017,,0.3391,0.33935,0.35125,0.3499,0.35495,0.10975,0.1083,0.1053,0.1031
2/9/2021,1.506,57.1918,11.656,17.70300084,0.434000021,,0.15685,0.15645,0.1617,0.1593,0.16135,0.0323,0.15865,0.0313,0.0303
3/20/2021,0.999,57.1923,11.658,24.28800115,3.977000189,,0.2737,0.26835,0.0011,-4.00E-04,-3.00E-04,-0.00425,-0.0043,-0.00495,-0.0052
4/13/2021,1.496,57.1925,11.6592,27.11000129,5.623000267,,0.2761,0.264,0.25765,0.0969,-0.01,-0.01,-0.01,-0.01,-0.01
5/19/2021,2.006,57.1918,11.6597,20.41600097,11.59600055,,0.03475,0.02775,0.02275,0.0181,0.0173,0.00455,0.00435,0.00195,-1.00E-04
6/11/2021,1.508,57.193,11.6568,18.17200086,16.14000077,,0.1817,0.1742,0.0457,0.04155,0.0406,0.0328,0.0326,0.0307,0.02835
7/13/2021,1.511,57.1927,11.658,17.85800085,21.17300101,,0.02815,0.0243,0.0218,0.0177,0.01675,0.00545,0.00515,0.00275,4.50E-04
8/14/2021,2.006,57.193,11.66,22.52500107,18.25800087,,0.41095,0.3894,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
9/16/2021,1.504,57.1927,11.657,21.79300104,16.42500078,,0.7769,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
10/15/2021,1.996,57.1928,11.658,27.4020013,12.98800062,,0.1179,0.10525,0.1034,0.1025,0.1041,-0.0047,-0.00435,-0.0053,-0.00495
11/8/2021,1.498,57.1928,11.6575,25.82000123,10.4800005,,0.10255,0.0949,0.09395,0.0924,0.0941,0.08185,0.08065,0.0772,0.0767
12/16/2021,1,57.192,11.6583,23.55600112,5.587000265,,0.33475,0.296,0.2782,0.26425,0.2636,0.23725,0.2352,0.0089,0.00685
1/10/2022,1.501,57.1928,11.6583,22.34000106,4.00400019,,0.40805,0.3898,0.38905,0.38555,0.3897,0.01655,0.01615,0.01295,0.00965
1/30/2022,1.493,57.188,11.6603,29.22300139,4.786000227,,0.38015,0.34885,0.3359,0.3215,0.0064,-0.0046,-0.0046,-0.00645,-0.0046
2/8/2022,1.494,57.1927,11.6578,28.67000136,4.523000215,,0.02825,0.01655,0.02345,0.02535,0.0272,0.00525,0.0049,-3.50E-04,2.50E-04
3/20/2022,1.512,57.1935,11.6575,13.08400062,4.547000216,,0.0216,0.0138,0.01275,0.01155,0.01195,0.00235,0.0023,5.00E-04,-3.00E-04
4/25/2022,2.008,57.1932,11.66,18.72900089,8.84000042,,0.00765,0.0077,0.0108,0.0093,0.00945,9.50E-04,0.001,-1.50E-04,-5.00E-05
5/21/2022,1.004,57.1927,11.6577,19.42900092,13.52000064,,0.2503,-0.00145,-6.00E-04,-0.0013,-0.00135,-0.0048,-0.0047,-0.00515,-0.0049
6/16/2022,2.003,57.1925,11.6568,23.39100111,15.59400074,,0.0365,0.034,0.0327,0.0293,0.02855,0.01975,0.0197,0.0194,0.01845
7/12/2022,1.5,57.1928,11.6585,26.07800124,18.05500086,,0.13455,0.12865,0.1249,3.00E-04,-5.00E-05,-0.0045,-0.00445,-0.0049,-0.005
8/12/2022,1.505,57.1922,11.659,22.14600105,19.24500091,,0.0168,0.0136,0.0122,0.00945,0.0088,0.0011,0.0012,3.50E-04,-5.00E-05
9/16/2022,2.005,57.1928,11.6573,22.40700106,15.88000075,,0.02095,0.0174,0.01495,0.01225,0.0117,0.00255,0.00285,0.00115,3.50E-04
11/9/2022,1.498,57.1927,11.6578,26.37000125,11.77300056,,0.4467,0.44375,0.4494,0.4487,0.4534,-0.01,-0.01,-0.01,-0.01
12/14/2022,1,57.1923,11.6577,23.00800109,3.689000175,,0.2105,0.18155,0.17315,0.1662,0.1673,0.13595,0.13295,0.1256,0.11765
1/15/2023,0.997,57.1925,11.6573,27.92900133,5.48400026,,0.1339,0.11955,0.1272,0.12585,0.12805,0.1143,0.11385,0.10815,0.10365
2/2/2023,2.492,57.18,11.6585,27.56500131,4.399000209,,0.07655,0.06215,0.06885,0.0699,0.0724,0.0708,0.07085,0.06975,0.0695
2/9/2023,2.489,57.1927,11.6578,29.04000138,4.233000201,,0.19625,0.17845,0.172,0.17055,0.1719,0.03835,0.0387,0.03775,0.03715
6/2/2021,0.000228736,52.979,-139.933,32.30900153,8.472000402,0.63800003,0.4939,0.19495,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
6/12/2021,0.000218791,52.955,-140.019,32.34100154,8.545000406,0.331000016,0.24325,0.2282,0.0431,0.03745,0.0363,0.0315,0.03145,0.0304,0.029
6/22/2021,0.000228736,52.907,-140.132,32.31000153,9.580000455,0.485000023,0.53435,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
7/3/2021,0.000228736,52.937,-140.02,32.29900153,10.80300051,0.84100004,0.45125,0.1087,0.1022,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
7/13/2021,0.000228736,52.972,-139.913,32.28000153,11.67200055,0.915000043,0.58105,0.1717,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
7/23/2021,0.000238681,52.986,-139.868,32.27100153,12.5940006,0.610000029,0.70935,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
8/2/2021,0.000238681,52.994,-139.729,32.23300153,13.62900065,0.179000009,0.40425,0.0524,0.04765,0.03825,0.03685,0.0294,0.02955,0.0285,0.028
8/12/2021,0.000208846,52.945,-139.491,32.25400153,14.20600067,0.167000008,0.1028,0.0897,0.0822,0.0639,0.0604,-0.01,-0.0064,-0.01,-0.01
8/23/2021,0.000228736,52.897,-139.246,32.25900153,14.27100068,0.313000015,0.1218,0.11475,0.11025,0.0987,-0.0018,-0.00475,-0.00465,-0.00485,-0.00475
9/2/2021,0.000228736,52.785,-139.143,31.45300149,13.79100066,1.67700008,0.7079,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
9/12/2021,0.000208846,52.523,-138.719,32.15000153,13.62100065,1.975000094,0.3883,0.05995,0.05485,0.0485,0.0473,0.043,0.0437,0.04285,-0.01
9/22/2021,0.000228736,52.41,-138.533,32.14400153,13.10800062,0.901000043,0.47735,0.0149,0.0106,0.00385,0.0027,-0.0034,-0.0032,-0.00455,-0.0051
10/2/2021,0.000208846,52.342,-138.464,32.22700153,10.6260005,0.488000023,0.728,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
10/13/2021,0.000208846,52.254,-138.334,32.26600153,9.729000462,1.321000063,0.40235,0.0063,0.0041,3.00E-04,-2.50E-04,-0.0047,-0.00445,-0.00525,-0.0049
10/23/2021,0.000238681,52.176,-138.339,32.21100153,9.421000447,1.721000082,0.49595,0.4735,0.4602,0.1846,-0.01,-0.01,-0.01,-0.01,-0.01
11/2/2021,0.000228736,52.173,-138.454,32.29500153,8.888000422,1.318000063,0.31635,0.2873,0.26465,0.2441,0.0011,-0.0044,-0.00425,-0.00525,-0.00495
11/12/2021,0.000238681,52.033,-138.492,32.31000153,7.938000377,0.952000045,0.36295,0.351,0.34545,0.3344,0.3358,0.0899,0.0897,0.0877,0.08845
11/22/2021,0.000228736,51.88,-138.586,32.32400154,7.617000362,0.901000043,0.6202,0.60455,0.16845,0.16925,0.1708,-0.01,-0.01,-0.01,-0.01
12/2/2021,0.000208846,51.77,-138.624,32.33900154,7.121000338,0.484000023,0.47775,0.4772,0.4985,0.51575,0.17375,-0.01,-0.01,-0.01,-0.01
12/12/2021,0.000228736,51.649,-138.743,32.35900154,6.498000309,0.685000033,0.25415,0.2344,0.23415,0.225,0.2281,0.0571,0.05735,0.05515,0.05305
